tau_mean,sigma_tau,alpha_acc,alpha_dec,beta_acc,beta_dec,gamma_acc,gamma_dec,lamda_acc,lamda_dec,sigma_acc,sigma_dec
-0.377349017927355,-1.1289500534279437,1.462602775923409,-1.6398525788432763,0.3202277316196055,0.029377398258324857,0.6045951249374718,0.5270595359805693,0.8932576187412933,1.0467788447529078,-0.30346154020670707,-0.264790220926199
-0.37771388361457414,-1.1410210687114737,1.7147532933058534,-1.7156902939344945,0.3526114477963841,0.030770447826778465,0.6946546313505245,0.5361905688799213,0.9319324553765981,1.03650647364061,-0.30381015276176765,-0.26406335060912944
-0.37680585086588864,-1.154934619778475,1.8605705202731415,-1.7873220192870996,0.38131316233044577,0.02833161687187958,0.7330778318392498,0.5426783212313377,0.94914461938979,1.0279572748897483,-0.2979766925762536,-0.2614714658857656
-0.37582177783765064,-1.1665419896377887,2.055703847612622,-1.8813040041754703,0.3761567623194104,0.01988829678180106,0.7673581074254495,0.5557575570477983,0.9644149548116863,1.0315169387575343,-0.2938080314346981,-0.2588051315896799
-0.37612204596674376,-1.16799784550268,2.2446919414130093,-1.9840874861847295,0.352059716876875,0.0097760827269108,0.780525347679611,0.5700002574213153,0.9753665100962982,1.0348270319080661,-0.29201912224219057,-0.2570575915775841
-0.3756950127334666,-1.1625271280416922,2.3719516362280992,-2.04671312805391,0.34382353643694574,0.014735604022528357,0.7947349284535979,0.5840086951204562,0.983860314949099,1.0296048535590556,-0.2932069383973585,-0.25820931752329324
-0.37618013754292645,-1.1570031834701868,2.466171812299974,-2.096914051491357,0.34246546894158697,0.016709072373907303,0.8047029797258433,0.5928352071290891,0.9829564038458604,1.0239269886166267,-0.2947236433079438,-0.2603421821583588
-0.375807192582993,-1.1558709727149887,2.540719166998317,-2.133783321381162,0.34954014142103235,0.017379920941311074,0.8210256909219142,0.5985908714366401,0.9844092638873407,1.0202566324296871,-0.2953799058419142,-0.26116708737280453
-0.37571178214884343,-1.156410810106523,2.5428719694165647,-2.139287626164112,0.3524947445230779,0.01813216819714971,0.8217507168235885,0.5996218509392823,0.9833727176567716,1.020870982018904,-0.29558339658736693,-0.26115298043269597
-0.37580363424057833,-1.157665662101644,2.549333400658637,-2.1465426414721613,0.3541541324917303,0.017989326391634978,0.8235520949709956,0.6006802836919126,0.9839096132198188,1.0216132074261386,-0.2952150233887863,-0.2608149328171691
-0.3757635577983101,-1.1594496614897531,2.560246681722062,-2.159311466893657,0.3559110038825916,0.017617252734609512,0.826232691833489,0.6023967503155623,0.9850518607169994,1.022265328522338,-0.2946128893824674,-0.2603000833232819
-0.37580148480242415,-1.1617971858744813,2.5736364167829233,-2.180375809973182,0.357908133376525,0.017097703901357356,0.8295003028285557,0.6053428604542073,0.9866423119212984,1.0229779275538347,-0.29378169644591784,-0.2596408996714545
-0.3758310812112049,-1.1645849272742061,2.5850172861777163,-2.212733627551483,0.3599909155826584,0.01652366373262492,0.8325868013705772,0.6099653304610511,0.9884555105016819,1.023539754278488,-0.29277106097918476,-0.25884754073475447
-0.37594968001510487,-1.1677212241193178,2.587239697781393,-2.2615658852896594,0.36193393005761915,0.016001124477813728,0.834339495747081,0.6171147520721133,0.9901030682134442,1.02381194671074,-0.29162677383665714,-0.25797438435907666
-0.376185852591149,-1.1710229365674987,2.5676265507176543,-2.3361071352851503,0.3632850535006112,0.015644372784087864,0.8327245100914185,0.6281283120018533,0.9909949134359567,1.023429634619185,-0.2904174912150018,-0.25706749753364294
-0.3766580131423736,-1.1741155889942219,2.5000072784555405,-2.453268263072373,0.36305674661107556,0.015621692568881521,0.8234837597358174,0.6453285401532298,0.9898801754950843,1.0217757765615072,-0.28929004774041595,-0.2562469911486874
-0.3775821210715171,-1.1756516557002556,2.3245058456297953,-2.643487296195769,0.3586053437847777,0.016323861976492698,0.7963010859749067,0.6724158830414344,0.9835628433310778,1.0172765637772432,-0.2887544854395487,-0.2558937091481426
-0.3786746742196442,-1.1700326962077032,2.0794399867346414,-2.8586807015968665,0.3480006777301167,0.01881017404411967,0.752953307692594,0.7015139104316023,0.969887703976375,1.007669418224526,-0.29083250948635214,-0.2577330150553827
-0.3785386561432294,-1.1624842244288354,2.157682875213426,-2.8748328396695597,0.3457719118055034,0.021052364683326084,0.7594195795464141,0.704202209409129,0.9676923570072072,1.0020926842641336,-0.2936734040084728,-0.2604155927544951
-0.37875069963660707,-1.1599681075879793,2.1096689195437563,-2.8048099773438024,0.3404426820049498,0.021010760008238333,0.7486275980243167,0.6924348312676808,0.9652155949319674,1.0037180791762423,-0.2944580225101276,-0.2608984568884827
-0.3792753270387979,-1.1596899288410656,2.0756492504098087,-2.8064693872256736,0.3409299765663287,0.021114859773469476,0.7437975961531752,0.6949746391099734,0.9635817998710409,1.0061226027636787,-0.2943908736002442,-0.261194327954506
-0.3788721441984922,-1.159114341679894,2.0631840537170363,-2.7769240470124252,0.34093507074479784,0.021100824387564013,0.7413260820801055,0.6918419118718498,0.9624268115559025,1.0052596361170922,-0.29455946973300684,-0.26121972417697875
-0.3789029358477787,-1.158905885650566,2.056089696587401,-2.7444685205550887,0.3399292058102869,0.021112986867825784,0.7392308929454033,0.6875862091544338,0.9617232130968209,1.004706896670117,-0.2947758800372482,-0.2613894241475364
-0.37881428587597427,-1.1588131776138135,2.058053872993199,-2.741521947123899,0.33961673400013104,0.021157114728621328,0.7393402610029343,0.6870220660420345,0.9617979043645808,1.0043917284206603,-0.29483423504702183,-0.26142596613819025
-0.3788273297814283,-1.1587840648216885,2.0597246056349743,-2.740251828773513,0.3395295444312829,0.02118524521312683,0.7395971800354382,0.6868275533741268,0.9618969536870974,1.0043769610628503,-0.2948475211051962,-0.2614439695764265
-0.3788106049145748,-1.1587461286251999,2.0607064163056696,-2.7399754218837327,0.3395405742465194,0.021202900526294005,0.739794826558008,0.6868052472983376,0.9619513715216468,1.0043702236382717,-0.29485376708033445,-0.26145007661445413
-0.37881493050526643,-1.1587286065676765,2.060920761678842,-2.740383152851088,0.3395536696542892,0.021209266511790763,0.739849930733133,0.6868740687629973,0.9619545628753512,1.00436436954403,-0.2948573091234559,-0.2614527086341765
-0.3788125339666487,-1.1587349415760972,2.060925486350295,-2.740375882570335,0.33955659589095466,0.021208246819278163,0.7398516106287341,0.6868777361650261,0.9619541594154398,1.0043697779770957,-0.2948568030101307,-0.2614527853273632
-0.37881275954018584,-1.1587356671441507,2.0608988611745533,-2.740397532678042,0.33955610516395185,0.02120801444199854,0.7398465806472795,0.6868810455231362,0.9619521296678436,1.004369757932748,-0.2948567477291382,-0.2614527822567449
-0.37881279917929084,-1.158735619787031,2.060899211394023,-2.740399018279204,0.339556147052746,0.02120800711001908,0.7398466666784279,0.686881230917399,0.9619521351978307,1.004369721351264,-0.2948567443698656,-0.26145277554207536
-0.37881280734052025,-1.1587356064542544,2.060899195707494,-2.7403993378544174,0.33955615073347667,0.021208004322634123,0.7398466671263194,0.6868812683127501,0.9619521352394546,1.0043697122389388,-0.2948567438340814,-0.2614527734736359
-0.37881281298323805,-1.1587356010933,2.060899187616527,-2.740399378263644,0.33955615362002456,0.021207999502359482,0.7398466682368294,0.686881267332646,0.9619521359769454,1.0043697071937328,-0.2948567429579278,-0.2614527725115552
-0.37881288231675075,-1.1587355675027449,2.060899149742458,-2.7403994668006932,0.33955612913699124,0.021207987246225066,0.7398466406317951,0.6868812438683436,0.9619520857860573,1.0043696715431911,-0.29485674286714275,-0.2614527663716586
-0.37881295085557026,-1.1587355400932824,2.060899202812857,-2.7403994856255127,0.33955603947135526,0.021208001149809447,0.7398466048657811,0.6868812090162729,0.9619521036910994,1.0043696969540157,-0.2948567488222861,-0.2614527516856232
-0.378813105668549,-1.1587354736263338,2.060899190435221,-2.7403993075091537,0.3395559613998033,0.021208075588492116,0.7398465952729091,0.6868811525102322,0.9619522180905969,1.00436972872162,-0.294856753439721,-0.2614527117237033
-0.3788133330628472,-1.1587352383178025,2.060899119288445,-2.740398852383567,0.33955584240762127,0.021208200657012826,0.739846578017353,0.686881041098599,0.9619524008867465,1.004369783491803,-0.29485676634295666,-0.26145264914679567
-0.37881393790689843,-1.1587347523976959,2.060898468223153,-2.74039834648663,0.33955603502637033,0.02120853110553915,0.7398467573169254,0.6868810067136061,0.9619525704155678,1.0043699529523271,-0.2948565726067069,-0.26145274298321575
-0.37881406964514136,-1.158734902953743,2.060898091158905,-2.740398460200349,0.3395568678733472,0.021208660710389727,0.7398472152161276,0.6868810393013002,0.9619524838766167,1.0043698546573416,-0.2948566710841394,-0.26145280350777195
