bc_acc,bc_dec,b_speed_c1,b_speed_c2,alpha_acc,alpha_dec,beta_acc,beta_dec,gamma_acc,gamma_dec,lamda_acc_p,lamda_dec_n,dn,sigma_acc,sigma_dec,sigma_dn
-0.6347940206642456,-1.2805758400986516,1.078497660081559,-0.8611836016043662,-0.5605450064729868,-0.20560125675308488,0.48846469742932697,-0.03577441880255827,0.7982406415287023,0.3683309677267793,2.230675721581204,-0.1404187511747143,0.11488871445060148,0.3964948732625783,0.5371082455152777,-1.3385265617064528
-0.5861354512899724,-1.262641102546898,1.0730332600621535,-0.8397634559237394,-0.7495679505146384,-0.28766164455467397,1.1106304757090706,0.048324314760391784,1.1283721419120705,0.3655613181968422,2.311863899910282,0.06853266211172701,0.11259229449204951,0.388075002762933,0.5191987824409312,-1.3381087705020984
-0.8849970343648452,-1.083562957081654,1.4420625046609388,-0.6756309169438899,-0.8506894171680822,-0.3980136284638228,1.3486213973573746,0.12400915677468638,1.3002853180528715,0.3345757539277452,2.202210705585313,0.24668667844821068,0.1053230351683466,0.41115730539995093,0.5019380226534181,-1.3686746577175453
-0.8165959338104316,-1.0891250266163326,1.479207747881654,-0.7758640717161854,-1.051766723784048,-0.9115230548634905,1.2976744855401576,-0.06522886432070935,1.2487904325258883,0.03287608671394643,2.169615177566347,0.39366079318039754,0.08979243048654242,0.42882492027535923,0.3910053274472407,-1.3345554978268244
-0.807954146808705,-1.0320251782090266,1.6109908514807185,-0.8360783375807754,0.1521860820033174,0.3396582863899842,1.4011594875886806,1.2044797416395538,1.724507130834373,1.3594638598283861,2.157586625783614,0.46983200798040065,0.07935711265658954,0.40848257468304394,0.30911020378764925,-1.3349524216157531
-1.1207033934915422,-0.871275073549905,2.09792097064923,-0.83487250845046,2.0686543243713356,2.7009039785680597,2.0174116338754877,0.18138545514425242,2.791430649476245,1.5041916565484386,2.0887552543941967,0.5869140186998495,0.05672573910284173,0.37697610125543046,0.20380248654822564,-1.3658850711457413
-1.449568672506052,-0.7011058037225568,2.6610994028485364,-0.9635642885131126,1.712214436635505,-0.7243253249496182,2.0992058530759845,0.6424035959387069,2.6908455586052136,0.7219083632096563,1.6149926499978198,0.6653197565550657,0.01606750622039859,0.294774346082756,0.06457434387486483,-1.4471651858430687
-1.542363330299799,-0.7134878402668664,3.039815280036183,-1.0816588840082861,0.7318086606647201,0.02175621786562587,2.1284909958891087,0.54139890976929,2.3972570650196534,0.8685707079136145,1.3451500039359348,0.9395138835730908,-0.0034868994529239535,0.21068110560256864,0.03089813802213448,-1.4960793076274252
-1.6117569942324428,-0.7253091744593887,3.325948897855358,-1.1272221876815078,0.4992535182247038,0.7178735181998629,2.234341704972752,0.45896760256760655,2.3556486008312243,1.0234863827491214,1.0659972148235113,1.2106086713351063,-0.011989184893894623,0.17805253057765344,-0.0011945930426076543,-1.5592863505313443
-1.8017950117742074,-0.7570952245876239,3.7759254319380666,-1.1783135279907895,-0.2515037754456983,2.0044629746633804,2.2360771575940115,0.2728977049949575,1.9671129609843103,1.4051981751282385,0.44279434931089245,1.303692611847298,-0.006200936810058527,0.08058916339826358,-0.021404708346093336,-1.6534040151021665
-1.9072203745271312,-0.7648812831604677,3.990108146263698,-1.1939791033136158,-0.7031169098918719,1.801274418318065,2.126533799973966,0.28556415564594595,1.6275105233580052,1.3868035959786764,0.012759938108479751,1.3577066434917944,-0.005665946206876759,0.043188351008806226,-0.019839341104793337,-1.7318106728465248
-1.9208472149776472,-0.7656792756716723,4.014469152538245,-1.1959381887003548,-0.7933245603274688,1.7980706409543394,2.1059982750763186,0.2848633388336182,1.569589642186167,1.39030943303635,-0.04140388745104073,1.3654633348466731,-0.005453496150607266,0.038945347094491524,-0.01998222574227138,-1.740872590781325
-1.9888214979203906,-0.8102217933575948,4.219659740366427,-1.2068185939020453,-0.5159972226274989,1.0256956448002423,1.8477423453760498,0.25590753489611734,1.4398903739687299,1.1103409203565635,-0.16909082347051746,1.3616378690873534,0.002963824328972179,-0.010094514984502916,-0.019730044137871147,-1.8040398345830717
-2.1546903488888085,-0.7977121464949245,4.475639934386208,-1.1819422802249386,-0.8611790534392975,0.14423618334596844,1.5418457335664733,0.1938413957305118,1.09796115814256,0.7300577598692968,-0.13378969299345306,1.294221712998234,0.008624188060473114,-0.054356486927769024,-0.031507758990080285,-1.9364913476869592
-2.365269351010649,-0.7347874197462866,4.6828979948022535,-1.110115615483618,0.0697677070371473,-0.5666057144502848,0.6795067829465692,0.36655935411466767,0.6354612201250681,0.6025281241439324,-0.15078844730820862,1.219723684329629,0.02285436657323768,-0.12063753863135028,-0.042127410411706694,-2.1743742904861882
-2.4600148137631153,-0.7039279464516106,4.771906301947715,-1.0748621391847242,0.5539161307816385,-0.9725664522418191,0.3042174569579078,0.46533781735295776,0.45184919653658456,0.5315789157732078,-0.14592966891022965,1.1871541204613023,0.03202070652244357,-0.16095337999775552,-0.04624246100442208,-2.2752638586596037
-2.5761990249852964,-0.6485671435404161,4.864403690086524,-1.0335852159409482,-0.07238080818568704,-1.0548092108339522,0.28941018010537767,0.5428000609377834,0.220144734603953,0.5467952123050451,-0.14221994015744346,1.1540292825605105,0.03838158299816377,-0.1801461527827516,-0.05338497577027891,-2.325940502836715
-2.717538901411888,-0.5726833003623015,5.0117952416751965,-0.961330821086859,0.17613481332651182,-1.0689573794033476,0.27260109074853495,0.6451062244248107,0.29050383441223393,0.5995411248724573,-0.1002593716560244,1.1296934242680607,0.04551861661529409,-0.20102121489341299,-0.0547391783358342,-2.384181934121373
-2.88990123441734,-0.3643070123816339,5.155826365355045,-0.8255434830189955,0.12676389592640544,-0.592011424130245,0.14450991404114563,0.7647028117131777,0.1760390801980991,0.8471748224839801,-0.07333305928696772,1.0854908507861771,0.027793038822226182,-0.24140398028190166,-0.042225172638331754,-2.4800000569986476
-3.2236879849668,-0.2500422311283511,5.348084821007883,-0.6893061057704066,0.010237160465847689,-0.2358880677167588,0.29502607960843974,0.7662102306717269,0.2533268728683199,0.9794031749850358,-0.06678849640532844,1.1791554450374406,0.027753645575391186,-0.30410544945048706,-0.03678006710234507,-2.4920722424657376
-3.638359060374581,-0.24497440480565433,5.38372970852756,-0.5763362006961666,0.15186007257964304,0.17230417965437045,0.273778004172272,0.7218079000933345,0.24457831680474112,1.1271455268624202,-0.020137667633076152,1.3048813422540546,0.033404696638755824,-0.36859821156174716,-0.027613089766724004,-2.4798572156827916
-4.274003265770159,-0.23402571701683875,5.319653472731674,-0.47693343063034355,0.3998473619278432,0.6818891125830464,0.14095942964551392,0.5576269595107233,0.18070988100361357,1.267034784710859,0.03496968069163548,1.5317867873471795,0.03937083130896005,-0.47435893117697275,-0.031579449632625683,-2.430426369239211
-5.01681465525583,-0.3833431045143289,4.934422608065571,-0.42470949909912353,0.3869986291029561,1.8856374402673033,0.11074529962731036,0.2369004500277181,0.12216612555908231,1.596910307663104,0.09835180615658182,1.863660400103113,0.049115934777761903,-0.548076813049049,-0.024384453138650855,-2.233111091820473
-5.499399832871976,-0.6253760092586811,4.460289981467842,-0.4645499362351834,0.5783009568828014,2.9561464264575803,0.050042161277442494,0.06555572169610124,0.1370029566076056,2.021412148357119,0.10936234186908393,2.142033294150622,0.06440487660251071,-0.5911598437642173,-0.011204982346969252,-1.9605020697215179
-6.27341804663068,-1.0399214920682005,3.5646817875295347,-0.5670411466285231,0.4140386324077357,4.240790504868928,0.0207939352794925,0.07784043779383373,0.03262181072059657,2.7894995546891903,0.10978757036028382,2.5810347920317,0.09239555239996775,-0.6864503110035121,0.03989551900112188,-1.444042825077712
-6.76236963877733,-1.2525259395341104,3.00740052236286,-0.6424876137641637,0.5092580087797679,5.00064998692993,-0.03191829956528003,0.029940620088341995,0.0011511514500288575,3.2181977419322276,0.10418621264262376,2.8633387638968224,0.10853550131401342,-0.7703903002230418,0.08071432717255173,-1.1337090468892903
-6.90599513728952,-1.1934343892453958,2.963954595963076,-0.759547206569873,0.38745714997562125,5.102455029036089,0.0868697027604876,-0.23629624141741126,0.046383240219565296,3.1017924392482277,0.07333446803892113,2.946264858169114,0.1049260404055997,-0.8190998361635928,0.0943717771357207,-1.0820878226460426
-6.973570721211347,-1.0217235826666302,3.1071674605326915,-0.8544718666493536,0.18487294993442194,4.740772286296031,-0.010655635613785935,-0.25473564131179166,-0.08751686824576044,2.9697084633377755,0.028383871321782744,2.894535859768839,0.0968473637628171,-0.8775908513514492,0.10021791020320553,-1.1509365161710037
-6.837330633060425,-0.8171127072505463,3.118815905056208,-0.9877726155238676,0.58211501111375,3.8909717023954333,0.0329082172996121,0.156602258185922,0.07193997086785364,2.949473816067972,0.036555668140879315,2.758139872936144,0.07749695384419412,-0.8649161057695011,0.12046149968013412,-1.1718275950239623
-6.744697044101898,-0.6776926700250434,3.049907237613781,-1.0622429869647398,0.41814153969896173,3.4551275747475336,0.04828798102358901,0.23725282996197838,0.02240972846221404,2.8407291302994566,0.07609834432660573,2.7440624432589225,0.0582701401309945,-0.8450270785374663,0.12365437242507772,-1.178142341754046
-6.635105445401875,-0.6404650840768811,3.194480392745688,-0.9997625655962785,0.3297774077213598,2.8719600416423754,0.03033930577173268,0.3317738752479843,-0.017173510917466585,2.6941557481788396,0.05226349536168308,2.8536222015864903,0.04577148088727766,-0.850255801464305,0.10997482174053422,-1.1439036830829215
-6.061761469944723,-0.5018070828896282,3.3444066049120407,-0.9424247650313609,0.2567232075894642,0.8186418563573503,0.0035238276070575156,0.5383760039196007,-0.05309159667306398,2.049043652415908,0.03931818273200637,3.0318989331763873,0.008162880353504702,-0.8703774109078415,0.0865580126833141,-1.1422086474926032
-5.761480253367477,-0.611265814204655,3.0582837961409695,-0.9731291299504508,0.2950371834742001,1.0207731714859296,0.004286284761549526,0.49049195800102663,-0.04380813097906634,2.0983468356094863,0.041417461305342095,2.9396136733380707,0.007517401161255866,-0.8716941988282978,0.11499655222508456,-1.1008575105814593
-4.590853503804746,-0.786947078247283,2.5079126970144423,-1.0324072325238745,0.3227874614919941,0.5915276747055975,0.013796941530646489,0.4684292207947074,-0.029653133926170472,1.8778636677563805,0.04522539553820053,2.788925924951155,-0.009327452543776694,-0.8682753155087103,0.1348255767119384,-1.0756006178675093
-0.5673860758086215,-1.3095121030296382,0.9720378030082721,-1.2242545084551568,0.3583310035511187,-0.7411048402059779,0.024465303767695012,0.4213668270485746,-0.009767394689794005,1.177592972900467,0.052719859965410364,2.260469326037505,-0.06497380294473791,-0.8580542708125682,0.19574085813951,-1.0410484677452807
-0.36353584290694896,-1.3345176849691918,0.8962712229171952,-1.234734096750802,0.3596557006154366,-0.7867008533672407,0.024291806710553792,0.421525000188665,-0.009556475739484755,1.1527571567979233,0.05262253205080914,2.2351193880386133,-0.06722530286579197,-0.8604370563996272,0.19755823343633516,-1.0398276317376272
-0.2532592613201333,-1.3474674260932993,0.8596291388605285,-1.2427833926070664,0.3605409502479941,-0.7414828778377921,0.023447721027205472,0.4296214210108735,-0.010197097838931699,1.1711663500321257,0.051965005679179374,2.22091317143962,-0.06718730689027248,-0.870317192547849,0.1949141769413052,-1.0417114067182836
-0.0696100835332753,-1.367506594573328,0.8276025887129959,-1.2630144044214533,0.3609324323250189,-0.612716276364679,0.02039810976055038,0.4330459682877693,-0.013090978899342784,1.2140997096321124,0.04918430349135393,2.2025945245074547,-0.06483945484242468,-0.8863083571236157,0.19046847995670263,-1.0463612209875899
0.25098212467493847,-1.3974803332932568,0.7784144969671056,-1.3040102348320963,0.35797387757175686,-0.17218553656137503,0.01671161776021386,0.4210977625086358,-0.018084937535668567,1.3555329805245095,0.0455216867073256,2.189003313752023,-0.054453089114750386,-0.917493395492178,0.1793739821589766,-1.0604789420142002
0.7624224090068397,-1.4233613227119235,0.7255525396833544,-1.3721540100722573,0.35712868334675574,0.97999181142448,0.009078750244850036,0.34930203214776373,-0.026207291867429462,1.7074117771939785,0.03977148699739025,2.217099498195028,-0.02332610161249279,-0.9669147757363769,0.15442817757423816,-1.0958849281399565
0.8284329888834595,-1.3880644682761187,0.7557843443776335,-1.3763721393839945,0.35840637708742806,1.7951572970324863,0.010119337586110616,0.294588706442379,-0.025161137591219792,1.9617342707106602,0.040195887744079346,2.272690560286691,0.0011006541332760807,-0.9767202757324777,0.13920852406254683,-1.1242213707020519
1.068299667188275,-1.3095029798790359,0.7069630887479028,-1.356546788602585,0.3613142171738386,2.808557906573887,0.010548560290713835,0.23095147215463513,-0.023577016719990376,2.273616329756942,0.03930365245999218,2.3489636753253476,0.04007372242275295,-0.9637570473304556,0.12465305812169758,-1.1668271939438497
0.7870142349943597,-1.2226510320717727,0.7739840982004076,-1.3039495929500802,0.3560342780722178,2.3012283046411275,0.01323052581819256,0.3474649643701778,-0.022041580565277833,2.183223117697234,0.041053258835854874,2.353743534517405,0.0380763368474194,-0.9462582286852376,0.1275442999755574,-1.1687268009352796
0.8972748640204705,-1.227607605044313,0.6948527668778605,-1.2840984595294225,0.3527934285371317,1.8114033514171097,0.009832921935602403,0.3902359785971031,-0.02500839251402665,2.029300518437166,0.041675658817982145,2.340970634023276,0.039533982191217044,-0.937696185710258,0.1317980712340191,-1.1664611342697562
0.9039129019124063,-1.2156004247461736,0.6888881427287137,-1.2676037890564358,0.34873212368935036,1.5880332501937489,0.008800987237602437,0.3985339022513591,-0.02683717087677532,1.9456870928763466,0.04129124440874785,2.3508465040050113,0.048756761981175276,-0.9365006096794628,0.12595234529258453,-1.1785511331240586
0.9488733623224089,-1.230819209312012,0.6949895536454845,-1.2670567814303655,0.3492227881304191,1.1737575097581365,0.00964149987547603,0.38967133215188476,-0.02632115515572763,1.7704009259922209,0.040777082753469196,2.3425212094348606,0.057708461378172385,-0.94195780496491,0.11919973850427629,-1.1905803166869153
0.9609980472819357,-1.2412628003571595,0.6969390059094254,-1.278794203079002,0.34997023067462885,1.145232582157277,0.010673020134354965,0.389988462675242,-0.02555649644609104,1.7529985967070678,0.04128188414352886,2.3224852264353113,0.05802093940822428,-0.9445496329357004,0.11886049920170261,-1.1916865315222693
0.9735169265856566,-1.2549068403570869,0.7009178293136059,-1.2969035488931262,0.3524588823404813,1.1094452770607575,0.010870221392039041,0.3933851264108903,-0.02495391246615477,1.726384186573232,0.04149875084346213,2.2823750105941807,0.05865230922743735,-0.9471191179805829,0.11887968296154668,-1.1915533521618837
0.9843197868679635,-1.2688529661407206,0.7013829368525207,-1.3185800077050736,0.35350978458681415,1.0757188194849978,0.011837126372853328,0.40276421999361894,-0.02425608275367681,1.6885030614864134,0.04196341403489417,2.209425069868348,0.059620961468974845,-0.9496083162710954,0.11791583101873694,-1.1907303215448317
0.9890315412582696,-1.2817790024110622,0.7037957850846845,-1.3401190979005149,0.35529005418861404,1.038297275581203,0.011752699725104308,0.4122994041999973,-0.02405022599777472,1.6232516083647601,0.04218656066120936,2.0883946157885394,0.060751618854871625,-0.9512737950439999,0.11498972972772731,-1.1892594490738382
0.9901546308434269,-1.2910422970193443,0.7038725488008206,-1.357303417659094,0.35559577022023175,1.0144251694622495,0.012160049425315171,0.4231793728929535,-0.02387979969456408,1.5181001096543807,0.0424088751310538,1.8841743213292732,0.06196004094538196,-0.9523000411392047,0.1078805571593893,-1.1876382495425262
0.9770779027786465,-1.2919897664829119,0.7051257920755742,-1.353762595088206,0.3559570097447988,1.0252001425229635,0.011271383831368241,0.42500751965628064,-0.02439421058341036,1.3423261015721732,0.042407176881668986,1.5447344100571776,0.06253378685176374,-0.9513475113878822,0.0918170119985992,-1.1852114092529802
0.9541399735673523,-1.2762485738701,0.7033027059873634,-1.3117780176454854,0.3542981329008637,1.093560539914193,0.010653012747336007,0.40567754458540617,-0.024964522301506246,1.328237944399564,0.04201611537037714,1.5087371301501278,0.06024265307792326,-0.9479142612948344,0.08339453432916823,-1.183223065553085
0.9378454731342547,-1.224193552427938,0.6990636998485,-1.1978847557321293,0.3493526932328847,1.1199105030526018,0.009096468256631497,0.3365090478013756,-0.026538848883502664,1.2299100938945702,0.041116850472965205,1.445213496976974,0.05826833970009602,-0.941867690853928,0.06632477072595952,-1.1890553588255974
0.9437587300806572,-1.221732667796629,0.6978365805571652,-1.1896881517913291,0.35066209577615254,1.1640560988326463,0.009885310676037914,0.35218525943351986,-0.025687529835804464,1.2680816621712143,0.041075191420548295,1.4658090080184076,0.05773615262092557,-0.9425964221419963,0.06686217657560387,-1.1893334180279507
0.948365145713281,-1.2217507688538993,0.6982582966594488,-1.1837406007530042,0.3519779341479476,1.162412727799158,0.009844422415385993,0.35750701400765456,-0.02538478656418709,1.2584292295875876,0.04120657297914795,1.4429063435476825,0.057677900528737724,-0.9434551837323686,0.06626258832302857,-1.1896586288501474
0.9487626682463053,-1.223023796589926,0.69914320407311,-1.1834932688673134,0.3521231258510444,1.1410719165895582,0.009664598630805142,0.3537105086605723,-0.02546422416213831,1.2511902714547571,0.04129352689564779,1.4484424263023992,0.057806622773512506,-0.9435771279374702,0.0669199187332794,-1.1897407831338234
0.9490761324514537,-1.2227281720255263,0.6988766755020256,-1.18345542971232,0.3519571050644207,1.147385143578535,0.009877963805286397,0.35410079421148855,-0.025372580377759447,1.2529973473099665,0.04127575546297154,1.446046595452216,0.057872969397620565,-0.9434912050774131,0.06677273430538973,-1.189804066462766
0.9492303639404197,-1.222600341891837,0.6986007724920474,-1.1829469377701862,0.35203035688188355,1.1480362056475204,0.009826479938911016,0.35408487281730705,-0.025396683613314007,1.2526978410866672,0.04127027820871894,1.4448910523927727,0.057887807642925705,-0.9435134632899813,0.06667980472770603,-1.1897145861350693
0.9492894903533857,-1.2225544282925478,0.6986025653784818,-1.1826786694000226,0.3520679909197908,1.1472965327783142,0.009831640158664626,0.3541114753200885,-0.02538144566272122,1.252318961065787,0.04127122599648179,1.4445455266953062,0.05790452733132112,-0.9435244999433684,0.06666182765704291,-1.1897046044314947
0.9492717108202319,-1.2225512831947563,0.6986009340067945,-1.182677210924302,0.3520570287990964,1.1471251963434819,0.00982600931150642,0.3541057324332887,-0.025388965989178253,1.2522554919807496,0.04127094810697876,1.444539055402884,0.05790245726850726,-0.9435228192488835,0.06666322081385126,-1.18970423909593
0.9492622060785566,-1.2225489686324007,0.6986066427613141,-1.1826773006104734,0.35205736934836057,1.1471729178689472,0.00982532727133244,0.3541230104148957,-0.025389029612479245,1.2522908470312817,0.041271193361576954,1.4445484639361275,0.05790181930814363,-0.9435226898649834,0.06666386690064115,-1.1897050092973525
0.9492612761094822,-1.2225485735114414,0.6986073334344343,-1.1826777245859779,0.3520574187857063,1.147195582041491,0.009825269851169757,0.354127880440113,-0.02538900170385707,1.2523041034533342,0.04127120345528355,1.4445510528859484,0.057901692867388756,-0.9435226750054243,0.06666405881608312,-1.1897051386267816
0.9492619677902778,-1.2225483995095408,0.6986067750102702,-1.1826778674237761,0.35205729417633946,1.1471907833158987,0.009825583012543186,0.35412845359093514,-0.025388842812687416,1.252302593751424,0.04127107901724124,1.4445513174289557,0.05790174630870214,-0.9435226145457957,0.0666639676554877,-1.1897051187553622
0.9492629561694713,-1.2225488786270227,0.6986063077473059,-1.1826787751468377,0.352056972697756,1.1471866319100534,0.009825733974047006,0.35412887703618673,-0.02538885810153164,1.2523010835954973,0.041271008464812395,1.4445507874533992,0.05790179436368565,-0.9435226145076743,0.06666397294492091,-1.189705081198229
0.9492652231554024,-1.2225489916369077,0.6986051094561295,-1.1826798329647845,0.352056875991238,1.147183309511538,0.009825849343464746,0.3541294969622536,-0.025388828242949173,1.2523014846463145,0.04127096082345939,1.4445532474771055,0.057901862686504955,-0.9435226657633846,0.06666412332728043,-1.1897051018977844
0.9492695175622453,-1.2225487919097668,0.6986041619367199,-1.1826802442380167,0.3520571650873467,1.1471758830874133,0.009826056695210524,0.3541340480336294,-0.02538864075230852,1.2523034963760777,0.041270916158583214,1.4445561345046787,0.05790206190700721,-0.9435227975430615,0.06666433538790985,-1.1897051527562796
0.9492685737468738,-1.2225490919169708,0.6986041127363072,-1.182680045580709,0.3520573645240965,1.1471773981202273,0.009825987348358382,0.35413478705462026,-0.025388619622970614,1.252305065033174,0.04127094717300352,1.4445568902795458,0.057902025592478853,-0.9435227861888853,0.06666449504846073,-1.1897050472864459
0.9492660595347647,-1.2225491890604554,0.6986048655773224,-1.182679521009782,0.35205738959675215,1.1471816354311979,0.009825858174122884,0.35413336184192046,-0.025388676086573886,1.2523055284580795,0.04127100298823039,1.4445566601926172,0.05790194315553794,-0.9435227321760503,0.06666454845359301,-1.1897050179861564
0.9492660529898979,-1.2225491731876732,0.6986048662088439,-1.182679481874737,0.35205738842001105,1.1471816817398652,0.00982585617019473,0.35413333532588864,-0.025388677507888573,1.2523055046291114,0.04127100337436954,1.4445566203824567,0.057901942679045984,-0.9435227317990672,0.06666454443682956,-1.1897050194491712
