alpha_acc,alpha_dec,beta_acc,beta_dec,gamma_acc,gamma_dec,lamda_acc,lamda_dec,sigma_acc,sigma_dec
0,0,0,0,0,0,0,0,0,0
0.29879599998737333,-0.27186715154182056,0.0,0.0,0.0,0.0,0.0,0.0,-0.11458934854879296,-0.084187437996664
0.3606847601473697,-0.33031185175142475,0.06522217800995417,0.04541513594979949,-0.09191525536516114,-0.06147969664559162,0.07762882032648886,0.06709586398041342,-0.19559204219543613,-0.15464282486001873
0.36796928378678945,-0.4159946142665061,0.04935125040158547,0.06745235116679539,-0.06214823731140365,-0.08834770854606822,0.2624416800495506,0.2132416895468294,-0.29596156976280125,-0.24327496282249084
0.3908712906249002,-0.4311601536345431,0.05424473209346744,0.049675919963130616,-0.06532234790502853,-0.061626507506986394,0.34607031242977926,0.28741908991585996,-0.33220914507103466,-0.26955628741736454
0.4072352268450344,-0.4606465375433711,0.06391943849821295,0.0506044066217951,-0.07069837619188817,-0.059813815079287645,0.3991159594114233,0.33964648765515326,-0.30271773495676374,-0.25425667941018937
0.17838292878669992,-0.7614174190868694,0.28536525126791584,-0.014341946192303466,-0.09702981946309502,0.11209245357697459,0.30252673468669566,0.5361407171189373,-0.27414710482406274,-0.29515549078493725
0.15802512082356285,-0.7879499049684726,0.30415284521768116,-0.018874368646197175,-0.10044263903062954,0.12702737745404294,0.3001594006580889,0.5454356597751084,-0.27898162993546405,-0.28759442485327585
0.15677287540011875,-0.7914742096280675,0.35820073411795655,0.0018978350720081638,-0.06611819382676314,0.14623339728476836,0.30944459880623787,0.5383822848592722,-0.2774714013595017,-0.29034995448601014
0.1602640567059612,-0.7911690292525506,0.4557254786086298,0.04228245530840762,0.003545375178281726,0.17215761967045273,0.3103571598649404,0.5465901176663592,-0.28713489279233034,-0.2792853220208847
0.1623759149575638,-0.7942453716832054,0.6016150900192152,-0.13233366218450648,0.10203518769189428,0.05135955588605426,0.3389365160830626,0.5239164644823862,-0.2908564778988925,-0.27122660797827974
0.1837829510026521,-0.8128773508648489,0.39482263711246685,-0.08936023782984834,-0.015652624399765086,0.10640511308496223,0.39912550625465365,0.5225932048528605,-0.27743318088118524,-0.23808167931501562
