alpha_acc,alpha_dec,beta_acc,beta_dec,gamma_acc,gamma_dec,lamda_acc,lamda_dec,sigma_acc,sigma_dec
0,0,0,0,0,0,0,0,0,0
0.20929914852412065,-0.17990321826662173,0.0,0.0,0.0,0.0,0.0,0.0,-0.08390947937783008,-0.1330778756145109
0.2607600868225033,-0.2327651654706775,0.029090329623000667,0.01733778576688515,-0.058221697026389053,-0.027739555297776948,0.0512997959829906,0.061846009481554796,-0.09162522468733306,-0.0731620378345694
0.2598291658458282,-0.2615847869244765,0.023022220274388314,0.018764545456567614,-0.07061217097516245,-0.033683476529777226,0.12182569401781428,0.13445349891481662,-0.0997730654807303,-0.07771453487754125
0.29419545164579514,-0.2725675287447562,0.021317794815848702,-0.018319748937930386,-0.11371998728486724,0.008747993156699808,0.24090580516729893,0.28397980825851266,-0.10112164159905199,-0.09016736901618655
0.32343723502096433,-0.3221271904450889,-0.027729876111129613,-0.06434812318754972,-0.09224601040885816,0.061614197639120495,0.29176404152678725,0.4078923023697966,-0.0746577444607658,-0.04865310423145824
0.31819694789039804,-0.33641629999847456,-0.06784804427003983,-0.08072379538620639,-0.10984352047297187,0.06495970173302239,0.23535466552509723,0.5385753052781515,-0.11179495558157806,-0.0416043081316542
0.3128447133207904,-0.35966491493811215,-0.10894928483809348,-0.08974766653094865,-0.14257643559478086,0.05380711839687551,0.163037291811041,0.6866356650350552,-0.09584295391019376,-0.05760209928117198
0.12201120547989824,-0.5808044233100449,-0.32889513237655144,-0.2561259600236977,-0.5121734820367478,0.16648665541001553,0.10687235825360203,0.6761571407588521,-0.10788414252154976,-0.0810180297167645
0.13206551013013548,-0.5717068421080362,-0.3988799987329445,-0.22772765971216377,-0.551690294985078,0.17712305640606402,0.11253055386271564,0.6702245649427737,-0.10817502808349683,-0.07983628288739113
0.12604214486274057,-0.5793287528594262,-0.4306760694696673,-0.16609992815163824,-0.581086656434533,0.2288930132230416,0.11030159369017904,0.6714992286599188,-0.10854993573571367,-0.08081947297620479
0.1446671901066883,-0.579411197065597,-0.3515914319503022,-0.04400327446172017,-0.500401274986061,0.2910641204855804,0.19420819082853824,0.8214954617867553,-0.10710223362939399,-0.1125377875213689
0.11936690328108357,-0.629583559079049,-0.5996475680851296,-0.1791501138556808,-0.7169302752478045,0.21986864679455545,0.2558708033318041,0.880888089351024,-0.11160509131489196,-0.12765025513540706
0.13446828204625255,-0.6718545351708064,-0.4405605699430456,-0.007292506009658473,-0.5875815635046044,0.37352251558573446,0.3773760985127521,1.0401370469666826,-0.10794337740468525,-0.14690233179895976
0.10806017623144347,-0.7469705676064317,-0.42062226114876694,-0.006435208846654227,-0.6179171629857106,0.45230930577362194,0.47224181849517755,1.012701598811792,-0.10235465135925116,-0.1542276850016325
0.11103866580935697,-0.7445004372557071,-0.39152570678835263,-0.02257353579834989,-0.5860306375368166,0.4263908032886286,0.49661116412935097,1.0292728457360896,-0.10864723750720923,-0.147894966066633
0.11778385245087107,-0.7466035227646083,-0.36419850413522115,-0.017715774789583826,-0.5480733423503642,0.4177497140178253,0.5403849123131252,1.0293069713761884,-0.10910397022040245,-0.14458528940238657
0.12121565757211726,-0.7587453838350304,-0.344997923571937,-0.011895649252758076,-0.5119119566510054,0.41590412021881096,0.5856204762884196,1.0177814151778286,-0.10819975793744421,-0.142896928209768
0.13863680190641117,-0.7798489709807341,-0.31453109724461537,-0.004224526026605979,-0.4420352840643917,0.42142889558027774,0.6684994835216753,0.9927380749976609,-0.1067793427965773,-0.13990460982489933
0.1677040039880505,-0.8229765225200174,-0.29771288123073447,-0.002330387540952725,-0.3468012511212948,0.4393254880283459,0.767424497081995,0.9748092826979434,-0.10498954681854336,-0.1403469220376394
0.20140081107777363,-0.885053304241191,-0.3428464985244244,-0.005104775808906779,-0.2936474293113908,0.479134972597809,0.8637595420321152,0.9834051688814927,-0.1064732093468425,-0.14468639209799875
0.20921442734171763,-0.8916279990413548,-0.4035442413437256,-0.01320897102482023,-0.3292375402811493,0.48446736551328096,0.8493332326752412,0.9970954830670249,-0.1080992864837051,-0.1481207447901844
0.23514137054554232,-0.8771571726516922,-0.4805000487367164,-0.02323326104382162,-0.35447800807769253,0.47582876762277576,0.7883070740637173,1.0123147085980622,-0.11016995549339426,-0.15088271376352572
0.24992425760959908,-0.860463001443574,-0.4853527284357959,-0.02898500253261399,-0.3558033888955574,0.470181342326391,0.7354276267688198,1.0255084350848058,-0.11163725499807547,-0.14981532960891536
0.28589857413470476,-0.8573981416484515,-0.44362941801860456,-0.02810214703857703,-0.2830368269984647,0.47207255800801606,0.729033846955836,1.0326877020560399,-0.11261519027393714,-0.1483561568399555
0.30876789214402656,-0.8586377620255028,-0.4041295881729547,-0.018784773063582387,-0.23906203487960048,0.47824867455177683,0.7422872971276644,1.0293484414211824,-0.11261072925847543,-0.14712756116117934
0.36027641994713444,-0.8783211975828504,-0.3875897476015036,-0.009104234005825112,-0.1713013503045012,0.4870793185343622,0.8007727468694082,1.0140934702979736,-0.11199593294708549,-0.14699399132483362
0.40285938445677366,-0.8983231894356358,-0.39791343273947133,-0.012844939138293869,-0.1424645442839896,0.48605120806277297,0.8430514284292031,1.0011308897359403,-0.11080603459758853,-0.1479501105465032
0.4648199103618023,-0.9212776342704647,-0.4113677890521621,-0.013810988538487298,-0.09601386350361503,0.49259469500785474,0.8667895929358888,0.99916053919381,-0.11083427765910311,-0.148391528177353
0.48971744854345284,-0.9372957676645486,-0.4204975008439246,-0.014068783796004966,-0.0932597639161008,0.4999024954950049,0.8648861242625862,1.003972277816938,-0.11107176940888742,-0.14850763064559028
0.5382447838726335,-0.962551344571231,-0.4107659899196038,-0.012606186903801412,-0.05834924259704056,0.5118168444130929,0.8663313619476799,1.0086914928500168,-0.11134765337108143,-0.14851490830328337
0.5849120103746673,-0.9914694397318127,-0.3982155427033221,-0.0059204524848434845,-0.02479584943354552,0.5270208320807123,0.8680816314470967,1.0080324053376082,-0.11165079847846558,-0.14831152335607636
0.6190747311549945,-1.0196029994489764,-0.39242045715813134,-0.00340974776892678,-0.004157550701571006,0.5376788527435515,0.8710064151120837,1.004479578176965,-0.11159892308518785,-0.14827483311747802
0.6601315056100319,-1.0593201425829883,-0.3922892487923131,-0.0004753825890553686,0.018105013985377547,0.5517341369092974,0.8796973183177216,0.9996069818617014,-0.11147403744037888,-0.1484015379405031
0.6868899816598643,-1.1057576719397204,-0.3911270749014086,0.0020709840022101415,0.027394436840581876,0.5666480287913112,0.8836070134389914,0.9949448712713628,-0.11123428445347412,-0.14861040671877776
0.7233022528192135,-1.1547030217954897,-0.3924675420381096,0.004380386424466785,0.047750162826506085,0.5830792232801538,0.894086167766769,0.9934796084184404,-0.11113382349631301,-0.14879699309021766
0.7274967973499836,-1.1852510197891442,-0.39402845631899625,0.006632991110714697,0.04914299217285831,0.593283123264401,0.8960480722337111,0.9954714405406192,-0.11120536851906268,-0.14880961133993917
0.7170145940637882,-1.226186528732299,-0.3959681549331052,0.009554227918123475,0.042968642706751325,0.6074719621256174,0.8958794142933593,0.9996435794966247,-0.11131446907800702,-0.14870962448977265
