alpha_acc,alpha_dec,beta_acc,beta_dec,gamma_acc,gamma_dec,lamda_acc,lamda_dec,sigma_acc,sigma_dec
0,0,0,0,0,0,0,0,0,0
0.1161711926398153,-0.09098365975180202,0.0,0.0,0.0,0.0,0.0,0.0,-0.09385779071242996,-0.09206459058715853
0.18394702986966255,-0.1410911039409779,0.018987473001440134,0.008221890857360187,-0.03362815401911213,-0.01033449501309293,0.010469587982318097,0.020073136325797054,-0.07256543055316998,-0.05183529827490792
0.1790594291566484,-0.16825080491916702,0.01620339592457474,0.009491874481673894,-0.051560079151224625,-0.007638600642001945,0.06193365140852575,0.08672434924555794,-0.06952641948652362,-0.055800974182056005
0.18630176831854128,-0.18670545479322934,0.01677358547062738,-0.004073070594975754,-0.0959322613471083,0.02125858967021988,0.14904256448332318,0.22128325924532075,-0.08540634183336457,-0.05078693636154215
0.18600358527703292,-0.28142644967875574,-0.051648913422897194,-0.07306209617425233,-0.09524409835658781,0.1409399435983513,0.1791854233800477,0.44016339842966024,-0.07033107946963177,-0.022855201906598014
0.18501374124594533,-0.30324314433072247,-0.06147531165104934,-0.0914243778655291,-0.11773394580629575,0.17617662135377746,0.16807790959895896,0.5096952376108137,-0.046907271269518463,-0.0403245981287356
0.07399807031395247,-0.48055864928655434,-0.09347809945814284,-0.12891916454466743,-0.31431573583065614,0.2947945201685906,0.00019231112810014217,0.9001486219925683,-0.06313861984114436,-0.05855738837986396
0.06300905569414605,-0.49760877060101105,-0.1528432135257155,-0.09580228524670685,-0.3786110304857031,0.34672268935149003,0.007778363253591478,0.8924857177298765,-0.06521418720991383,-0.058549166986977284
0.06457195523587385,-0.5005544911976407,-0.2434419006700737,-0.03949288350250641,-0.44232945402295903,0.3868138627603179,0.006667644363437425,0.9004327610577716,-0.06594873740249256,-0.05865611792693395
0.06688406919493561,-0.5062436422311213,-0.5152505212835373,-0.11518219261809098,-0.640767646789308,0.34417811846866186,0.017913522462550867,0.8882568785408487,-0.06903172349240858,-0.05824239575326077
0.06949247947970039,-0.5181975021975177,-0.6244847105841875,-0.05567777513767818,-0.7273983447440666,0.3992703547525176,0.06899227953293552,0.9200887851407771,-0.07366643883311245,-0.06483919026944644
0.0754397051158833,-0.5448460546826753,-0.5658824233257057,0.03575151348284623,-0.7036361802236859,0.5021000433136389,0.20595092624387812,0.9976434266553936,-0.08464204903972375,-0.08077652703545225
0.061612024357774124,-0.6213550854497357,-0.7096649184754801,0.13521926767034043,-0.8761985602258606,0.637484688271979,0.35087041047449125,1.19828582487798,-0.10153642992052736,-0.09982606534801478
0.06388836857741387,-0.6265336399933719,-0.5700815595255604,0.13359597576016657,-0.7691608806001576,0.6728217905433445,0.38102650599051624,1.1439620545152795,-0.1011683332811153,-0.09963384598481947
0.06014308951685313,-0.6280760507813239,-0.5738198004934913,0.13585247560426592,-0.7747327863141665,0.6706283384398298,0.36026429157275897,1.1472712735352093,-0.09951205150856868,-0.09831115387429017
0.059742074116379676,-0.6303130838915698,-0.6215484125816537,0.12357958200121441,-0.8102664238195622,0.656497897750056,0.3661652404873453,1.1397831945986845,-0.09663801050835148,-0.09273022610971719
0.058524939553693645,-0.6350103389744368,-0.6117487425839301,0.12843002260766803,-0.8078583753219453,0.6608074308968106,0.37992729472109704,1.1436300801931811,-0.09676922749668412,-0.09381833375520858
0.05717805419119968,-0.6417610891640846,-0.6096929237276326,0.1276029411666855,-0.8109880209975157,0.6612346163248306,0.39757712891156904,1.1371256570021262,-0.09675848868275996,-0.09466879403795894
0.056835143360054,-0.64919398264524,-0.6042957249041457,0.12785244600942372,-0.8079604324326273,0.6617281027351614,0.41011469842929055,1.1262099355577968,-0.09644181119029784,-0.0947764592740051
0.05672957562215785,-0.66517335008007,-0.6012195152727211,0.12856501647970986,-0.8046510774804115,0.6662025441863829,0.42301807684916376,1.110844012132602,-0.09611019940176055,-0.0948225158777047
0.057406148506246465,-0.6960596471623746,-0.5975293006549981,0.13191045936646278,-0.7969836594155102,0.6791128898049856,0.436672950039519,1.09188597471007,-0.09571715518019899,-0.09479076285298005
0.05920204716238461,-0.7547783127727574,-0.5958764611438941,0.13904050156225542,-0.7845422601584118,0.7075829876327254,0.45086911267963325,1.0698684201913673,-0.09538963093508387,-0.09475650405918279
0.06351598477051322,-0.8626125087660708,-0.5968533263454735,0.1527028669304783,-0.7617589420675108,0.7614168287484326,0.4630699458015783,1.0469991350208416,-0.0952360158799414,-0.09461061170316591
0.06871374399656298,-0.9629346283153606,-0.6034063413073066,0.16343214359663447,-0.7418182176050169,0.8064623962045174,0.46162401298467437,1.0417976632942465,-0.09556286126623681,-0.0944179175559543
0.07424554138884219,-1.061429515289412,-0.6174081967363294,0.17150735806804987,-0.7293565704640363,0.8481210549791067,0.4522799814264942,1.0609716160998441,-0.09631310683753513,-0.09470190476921346
0.07740627541113113,-1.135346224905491,-0.6211083004152126,0.17798137235093422,-0.7209358907788634,0.8824003253226614,0.45211634643702886,1.0828019800825648,-0.09674591783993505,-0.09522759219003207
0.07910165699809714,-1.1816228127367119,-0.6166875740588904,0.1804356482352438,-0.7123463590092024,0.8978178570047766,0.4540270400180865,1.088242115653788,-0.09689132154122321,-0.09526510756620414
0.08108838777519978,-1.268534236010775,-0.6165526847609898,0.18530122968184165,-0.7046679593004914,0.9297008133539438,0.461555932145437,1.0887181956942655,-0.09697156899809621,-0.09546819485993913
0.0812596923942767,-1.319488887793458,-0.6147087884804703,0.18641241162619246,-0.7034816421659537,0.9392162152150851,0.4647986985197849,1.08016509731872,-0.0968118063083929,-0.0953505704472294
0.08062172389837972,-1.3794150786412984,-0.613354995718573,0.19044724716429043,-0.7047075792307533,0.9550417129379304,0.4653662980753047,1.070413649072512,-0.09661534846134144,-0.0953024835310585
0.07722565436604048,-1.456223116702576,-0.6148689781329486,0.195003153297384,-0.7185162425895484,0.9743562625371849,0.4599683312817433,1.059594460065127,-0.09643673927341742,-0.09527919256802746
0.07185309045080142,-1.5267438300780265,-0.6143822080273416,0.19943381458941561,-0.7392148765935993,0.9939294994730803,0.4472504894242303,1.0559195800316654,-0.09639336697618203,-0.09527411010929623
0.06936543956725452,-1.5362669314328543,-0.6138301343984517,0.19981402327780434,-0.7502058731259548,0.9979458635302821,0.43806705054844935,1.0615557279982537,-0.09653265664034154,-0.0953068910605285
0.06778395503465788,-1.5277382467030252,-0.6108991631379301,0.19954545944487426,-0.757880456027612,0.999376775819913,0.4259986140361409,1.0714371072389512,-0.09677443963808957,-0.09534173568427348
0.06684308513587955,-1.4995009255397922,-0.6092243303638415,0.19796889447041544,-0.7621530184658302,0.9909025647791012,0.41850971183380203,1.0716943006983706,-0.09681933190573662,-0.09530361337799041
0.06612705387544146,-1.4801915672448407,-0.6085373014725352,0.1973046012123124,-0.7660526932695214,0.9860652993594352,0.4132323309119416,1.0685273692706674,-0.0967897136762072,-0.09525890923807104
0.0659992156571675,-1.4700316614745528,-0.6088373074965298,0.19676195475305502,-0.7665667294865364,0.9821164344220275,0.4142803806026336,1.0658093662500328,-0.09671181063255771,-0.0952484355386532
0.06606318719639996,-1.4699071038695044,-0.6088643129654282,0.19673011749000088,-0.7661740669387943,0.9820270084084791,0.4153505635716363,1.0654155758626191,-0.09669325572701408,-0.09525487147429622
0.06605655563623074,-1.4696141926866486,-0.6087852772273817,0.19673330700973934,-0.766118917449595,0.9820064442251605,0.41547856980262693,1.065512972408226,-0.09669313228696064,-0.09525610109581248
0.06605340842853918,-1.4689809082458973,-0.6088075835166215,0.1966694022384308,-0.7661416913460288,0.9818362325298868,0.41550223367592093,1.0656011607566525,-0.09669499072077883,-0.0952572937324763
0.06605406712735029,-1.4689301735622655,-0.6088055480173876,0.19666816695446318,-0.7661370123752571,0.9818246621575827,0.4155059829161636,1.065607400940355,-0.0966950329910899,-0.09525729654902154
0.0660544747454228,-1.4689421808771832,-0.6088038663637692,0.19666960863979377,-0.7661336372940437,0.9818293610280647,0.41550584626373427,1.0656104432495954,-0.09669507471963992,-0.09525724531316627
0.06605486658140755,-1.46895575107238,-0.6088026018613447,0.19667185994923655,-0.766130584251153,0.9818352288211248,0.41550541043082473,1.0656141925005256,-0.09669512086860903,-0.09525718317620908
0.06605483369707815,-1.4689525749865755,-0.6088049916385218,0.19667092762745117,-0.7661313935196971,0.9818330821011738,0.41550232022783307,1.0656146661822563,-0.09669518707502531,-0.09525708796073534
0.06605479917110921,-1.468940170700947,-0.6088066869180948,0.19666537723714392,-0.7661320459244234,0.9818267292468573,0.4154944864889943,1.0656206032071964,-0.09669517140003502,-0.09525694344031413
0.06605619583617468,-1.4689411276989983,-0.6088089214494454,0.19666559744465884,-0.7661275315199875,0.9818273963609075,0.4154968708590989,1.0656198745473666,-0.09669524201972199,-0.09525693558740858
0.06605633096939507,-1.4689415943928714,-0.6088094466162469,0.19666520785477212,-0.7661274938180975,0.981827357503088,0.415496568546706,1.065619440389755,-0.0966952555959023,-0.09525694897244127
0.06605633096949222,-1.4689415943930941,-0.608809446616611,0.19666520785446354,-0.7661274938180679,0.9818273575030201,0.4154965685464053,1.0656194403894619,-0.0966952555959132,-0.09525694897245097
