,time,entity,id,x,y,status
2807,467,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
2808,468,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
2809,468,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
2810,468,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
2811,468,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
2812,468,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
2813,468,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
2814,469,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
2815,469,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
2816,469,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
2817,469,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
2818,469,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
2819,469,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
2820,470,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
2821,470,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
2822,470,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
2823,470,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
2824,470,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
2825,470,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
2826,471,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
2827,471,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
2828,471,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
2829,471,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
2830,471,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
2831,471,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
2832,472,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
2833,472,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
2834,472,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
2835,472,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
2836,472,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
2837,472,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
2838,473,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
2839,473,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
2840,473,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
2841,473,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
2842,473,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
2843,473,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
2844,474,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
2845,474,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
2846,474,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
2847,474,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
2848,474,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
2849,474,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
2850,475,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
2851,475,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
2852,475,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
2853,475,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
2854,475,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
2855,475,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
2856,476,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
2857,476,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
2858,476,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
2859,476,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
2860,476,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
2861,476,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
2862,477,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
2863,477,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
2864,477,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
2865,477,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
2866,477,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
2867,477,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
2868,478,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
2869,478,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
2870,478,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
2871,478,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
2872,478,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
2873,478,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
2874,479,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
2875,479,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
2876,479,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
2877,479,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
2878,479,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
2879,479,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
2880,480,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
2881,480,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
2882,480,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
2883,480,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
2884,480,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
2885,480,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
2886,481,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
2887,481,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
2888,481,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
2889,481,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
2890,481,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
2891,481,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
2892,482,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
2893,482,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
2894,482,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
2895,482,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
2896,482,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
2897,482,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
2898,483,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
2899,483,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
2900,483,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
2901,483,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
2902,483,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
2903,483,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
2904,484,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
2905,484,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
2906,484,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
2907,484,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
2908,484,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
2909,484,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
2910,485,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
2911,485,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
2912,485,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
2913,485,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
2914,485,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
2915,485,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
2916,486,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
2917,486,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
2918,486,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
2919,486,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
2920,486,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
2921,486,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
2922,487,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
2923,487,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
2924,487,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
2925,487,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
2926,487,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
2927,487,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
2928,488,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
2929,488,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
2930,488,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
2931,488,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
2932,488,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
2933,488,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
2934,489,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
2935,489,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
2936,489,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
2937,489,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
2938,489,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
2939,489,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
2940,490,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
2941,490,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
2942,490,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
2943,490,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
2944,490,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
2945,490,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
2946,491,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
2947,491,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
2948,491,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
2949,491,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
2950,491,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
2951,491,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
2952,492,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
2953,492,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
2954,492,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
2955,492,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
2956,492,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
2957,492,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
2958,493,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
2959,493,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
2960,493,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
2961,493,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
2962,493,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
2963,493,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
2964,494,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
2965,494,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
2966,494,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
2967,494,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
2968,494,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
2969,494,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
2970,495,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
2971,495,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
2972,495,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
2973,495,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
2974,495,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
2975,495,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
2976,496,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
2977,496,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
2978,496,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
2979,496,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
2980,496,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
2981,496,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
2982,497,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
2983,497,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
2984,497,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
2985,497,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
2986,497,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
2987,497,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
2988,498,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
2989,498,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
2990,498,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
2991,498,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
2992,498,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
2993,498,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
2994,499,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
2995,499,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
2996,499,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
2997,499,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
2998,499,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
2999,499,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
3000,500,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
3001,500,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
3002,500,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
3003,500,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
3004,500,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
3005,500,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
3006,501,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
3007,501,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
3008,501,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
3009,501,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
3010,501,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
3011,501,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
3012,502,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
3013,502,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
3014,502,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
3015,502,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
3016,502,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
3017,502,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
3018,503,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
3019,503,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
3020,503,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
3021,503,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
3022,503,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
3023,503,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
3024,504,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
3025,504,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
3026,504,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
3027,504,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
3028,504,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
3029,504,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
3030,505,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
3031,505,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
3032,505,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
3033,505,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
3034,505,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
3035,505,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
3036,506,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
3037,506,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
3038,506,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
3039,506,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
3040,506,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
3041,506,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
3042,507,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
3043,507,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
3044,507,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
3045,507,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
3046,507,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
3047,507,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
3048,508,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
3049,508,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
3050,508,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
3051,508,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
3052,508,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
3053,508,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
3054,509,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
3055,509,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
3056,509,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
3057,509,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
3058,509,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
3059,509,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
3060,510,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
3061,510,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
3062,510,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
3063,510,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
3064,510,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
3065,510,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
3066,511,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
3067,511,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
3068,511,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
3069,511,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
3070,511,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
3071,511,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
3072,512,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
3073,512,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
3074,512,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
3075,512,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
3076,512,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
3077,512,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
3078,513,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
3079,513,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
3080,513,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
3081,513,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
3082,513,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
3083,513,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
3084,514,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
3085,514,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
3086,514,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
3087,514,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
3088,514,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
3089,514,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
3090,515,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
3091,515,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
3092,515,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
3093,515,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
3094,515,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
3095,515,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
3096,516,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
3097,516,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
3098,516,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
3099,516,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
3100,516,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
3101,516,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
3102,517,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
3103,517,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
3104,517,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
3105,517,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
3106,517,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
3107,517,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
3108,518,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
3109,518,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
3110,518,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
3111,518,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
3112,518,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
3113,518,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
3114,519,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
3115,519,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
3116,519,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
3117,519,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
3118,519,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
3119,519,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
3120,520,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
3121,520,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
3122,520,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
3123,520,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
3124,520,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
3125,520,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
3126,521,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
3127,521,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
3128,521,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
3129,521,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
3130,521,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
3131,521,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
3132,522,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
3133,522,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
3134,522,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
3135,522,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
3136,522,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
3137,522,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
3138,523,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
3139,523,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
3140,523,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
3141,523,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
3142,523,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
3143,523,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
3144,524,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
3145,524,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
3146,524,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
3147,524,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
3148,524,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
3149,524,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
3150,525,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
3151,525,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
3152,525,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
3153,525,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
3154,525,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
3155,525,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
3156,526,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
3157,526,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
3158,526,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
3159,526,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
3160,526,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
3161,526,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
3162,527,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
3163,527,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
3164,527,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
3165,527,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
3166,527,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
3167,527,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
3168,528,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
3169,528,drone,1,60.0,60.0,waiting_at_bus_station_for_pickup_bus
3170,528,drone,2,40.0,20.0,waiting_at_bus_station_for_pickup_bus
3171,528,drone,3,10.0,30.0,waiting_at_bus_station_for_pickup_bus
3172,528,drone,4,50.0,50.0,waiting_at_bus_station_for_pickup_bus
3173,528,drone,5,50.0,30.0,waiting_at_bus_station_for_pickup_bus
3174,529,drone,0,0.0,20.0,waiting_at_bus_station_for_pickup_bus
